Date,Value
2023-01-04,14.74899959564209
2023-01-05,14.265000343322754
2023-01-06,14.859000205993652
2023-01-09,15.628000259399414
2023-01-10,15.909000396728516
2023-01-11,16.000999450683594
2023-01-12,16.51099967956543
2023-01-13,16.89900016784668
2023-01-17,17.70199966430664
2023-01-18,17.37700080871582
2023-01-19,16.764999389648438
2023-01-20,17.839000701904297
2023-01-23,19.19300079345703
2023-01-24,19.264999389648438
2023-01-25,19.322999954223633
2023-01-26,19.802000045776367
2023-01-27,20.364999771118164
2023-01-30,19.16200065612793
2023-01-31,19.53700065612793
2023-02-01,20.94300079345703
2023-02-02,21.708999633789062
2023-02-03,21.100000381469727
2023-02-06,21.089000701904297
2023-02-07,22.17300033569336
2023-02-08,22.204999923706055
2023-02-09,22.336999893188477
2023-02-10,21.264999389648438
2023-02-13,21.788000106811523
2023-02-14,22.97100067138672
2023-02-15,22.763999938964844
2023-02-16,22.00200080871582
2023-02-17,21.38800048828125
2023-02-21,20.655000686645508
2023-02-22,20.753999710083008
2023-02-23,23.663999557495117
2023-02-24,23.285999298095703
2023-02-27,23.500999450683594
2023-02-28,23.215999603271484
2023-03-01,22.697999954223633
2023-03-02,23.31399917602539
2023-03-03,23.889999389648438
2023-03-06,23.554000854492188
2023-03-07,23.288000106811523
2023-03-08,24.180999755859375
2023-03-09,23.43600082397461
2023-03-10,22.96500015258789
2023-03-13,22.965999603271484
2023-03-14,24.062999725341797
2023-03-15,24.22800064086914
2023-03-16,25.541000366210938
2023-03-17,25.725000381469727
2023-03-20,25.899999618530273
2023-03-21,26.198999404907227
2023-03-22,26.468000411987305
2023-03-23,27.19099998474121
2023-03-24,26.77899932861328
2023-03-27,26.5310001373291
2023-03-28,26.40999984741211
2023-03-29,26.983999252319336
2023-03-30,27.382999420166016
2023-03-31,27.777000427246094
2023-04-03,27.96500015258789
2023-04-04,27.452999114990234
2023-04-05,26.881000518798828
2023-04-06,27.03700065612793
2023-04-10,27.57900047302246
2023-04-11,27.16900062561035
2023-04-12,26.4950008392334
2023-04-13,26.46299934387207
2023-04-14,26.757999420166016
2023-04-17,27.00200080871582
2023-04-18,27.66699981689453
2023-04-19,27.930999755859375
2023-04-20,27.104000091552734
2023-04-21,27.118999481201172
2023-04-24,27.04199981689453
2023-04-25,26.240999221801758
2023-04-26,26.95599937438965
2023-04-27,27.22599983215332
2023-04-28,27.749000549316406
2023-05-01,28.90999984741211
2023-05-02,28.209999084472656
2023-05-03,27.802000045776367
2023-05-04,27.562000274658203
2023-05-05,28.68000030517578
2023-05-08,29.150999069213867
2023-05-09,28.570999145507812
2023-05-10,28.885000228881836
2023-05-11,28.577999114990234
2023-05-12,28.34000015258789
2023-05-15,28.952999114990234
2023-05-16,29.21299934387207
2023-05-17,30.17799949645996
2023-05-18,31.67799949645996
2023-05-19,31.263999938964844
2023-05-22,31.176000595092773
2023-05-23,30.687999725341797
2023-05-24,30.538000106811523
2023-05-25,37.97999954223633
2023-05-26,38.94599914550781
2023-05-30,40.111000061035156
2023-05-31,37.83399963378906
2023-06-01,39.77000045776367
2023-06-02,39.32699966430664
2023-06-05,39.17100143432617
2023-06-06,38.65399932861328
2023-06-07,37.474998474121094
2023-06-08,38.5099983215332
2023-06-09,38.77000045776367
2023-06-12,39.481998443603516
2023-06-13,41.02199935913086
2023-06-14,42.99700164794922
2023-06-15,42.65299987792969
2023-06-16,42.69200134277344
2023-06-20,43.80799865722656
2023-06-21,43.04499816894531
2023-06-22,43.025001525878906
2023-06-23,42.20899963378906
2023-06-26,40.63199996948242
2023-06-27,41.875999450683594
2023-06-28,41.117000579833984
2023-06-29,40.821998596191406
2023-06-30,42.301998138427734
2023-07-03,42.41299819946289
2023-07-05,42.31700134277344
2023-07-06,42.10300064086914
2023-07-07,42.50299835205078
2023-07-10,42.18000030517578
2023-07-11,42.404998779296875
2023-07-12,43.902000427246094
2023-07-13,45.97700119018555
2023-07-14,45.46900177001953
2023-07-17,46.46099853515625
2023-07-18,47.49399948120117
2023-07-19,47.07699966430664
2023-07-20,45.52000045776367
2023-07-21,44.308998107910156
2023-07-24,44.61199951171875
2023-07-25,45.67900085449219
2023-07-26,45.45199966430664
2023-07-27,45.900001525878906
2023-07-28,46.75
2023-07-31,46.729000091552734
2023-08-01,46.50699996948242
2023-08-02,44.26900100708008
2023-08-03,44.51499938964844
2023-08-04,44.68000030517578
2023-08-07,45.41699981689453
2023-08-08,44.66400146484375
2023-08-09,42.55400085449219
2023-08-10,42.38800048828125
2023-08-11,40.85499954223633
2023-08-14,43.75299835205078
2023-08-15,43.939998626708984
2023-08-16,43.486000061035156
2023-08-17,43.34400177001953
2023-08-18,43.29899978637695
2023-08-21,46.96699905395508
2023-08-22,45.667999267578125
2023-08-23,47.11600112915039
2023-08-24,47.16299819946289
2023-08-25,46.018001556396484
2023-08-28,46.834999084472656
2023-08-29,48.784000396728516
2023-08-30,49.263999938964844
2023-08-31,49.35499954223633
2023-09-01,48.50899887084961
2023-09-05,48.54800033569336
2023-09-06,47.06100082397461
2023-09-07,46.24100112915039
2023-09-08,45.571998596191406
2023-09-11,45.178001403808594
2023-09-12,44.869998931884766
2023-09-13,45.48500061035156
2023-09-14,45.58100128173828
2023-09-15,43.900001525878906
2023-09-18,43.965999603271484
2023-09-19,43.52000045776367
2023-09-20,42.23899841308594
2023-09-21,41.016998291015625
2023-09-22,41.61000061035156
2023-09-25,42.22200012207031
2023-09-26,41.9109992980957
2023-09-27,42.46799850463867
2023-09-28,43.0890007019043
2023-09-29,43.499000549316406
2023-10-02,44.78200149536133
2023-10-03,43.516998291015625
2023-10-04,44.04100036621094
2023-10-05,44.6879997253418
2023-10-06,45.762001037597656
2023-10-09,45.27299880981445
2023-10-10,45.79800033569336
2023-10-11,46.805999755859375
2023-10-12,46.94499969482422
2023-10-13,45.46099853515625
2023-10-16,46.095001220703125
2023-10-17,43.9379997253418
2023-10-18,42.19599914550781
2023-10-19,42.10100173950195
2023-10-20,41.387001037597656
2023-10-23,42.974998474121094
2023-10-24,43.66299819946289
2023-10-25,41.77899932861328
2023-10-26,40.32600021362305
2023-10-27,40.5
2023-10-30,41.1609992980957
2023-10-31,40.779998779296875
2023-11-01,42.32500076293945
2023-11-02,43.50600051879883
2023-11-03,45.005001068115234
2023-11-06,45.750999450683594
2023-11-07,45.95500183105469
2023-11-08,46.57400131225586
2023-11-09,46.95000076293945
2023-11-10,48.334999084472656
2023-11-13,48.619998931884766
2023-11-14,49.65599822998047
2023-11-15,48.88800048828125
2023-11-16,49.47999954223633
2023-11-17,49.29800033569336
2023-11-20,50.409000396728516
2023-11-21,49.944000244140625
2023-11-22,48.715999603271484
2023-11-24,47.7760009765625
2023-11-27,48.242000579833984
2023-11-28,47.82099914550781
2023-11-29,48.13999938964844
2023-11-30,46.77000045776367
2023-12-01,46.76499938964844
2023-12-04,45.5099983215332
2023-12-05,46.566001892089844
2023-12-06,45.50299835205078
2023-12-07,46.59600067138672
2023-12-08,47.50600051879883
2023-12-11,46.62699890136719
2023-12-12,47.65700149536133
2023-12-13,48.0880012512207
2023-12-14,48.349998474121094
2023-12-15,48.88999938964844
2023-12-18,50.07699966430664
2023-12-19,49.604000091552734
2023-12-20,48.111000061035156
2023-12-21,48.9900016784668
2023-12-22,48.83000183105469
2023-12-26,49.27899932861328
2023-12-27,49.41699981689453
2023-12-28,49.52199935913086
2023-12-29,49.52199935913086
2024-01-02,48.167999267578125
2024-01-03,47.569000244140625
2024-01-04,47.99800109863281
2024-01-05,49.09700012207031
2024-01-08,52.25299835205078
2024-01-09,53.13999938964844
2024-01-10,54.349998474121094
2024-01-11,54.821998596191406
2024-01-12,54.709999084472656
2024-01-16,56.38199996948242
2024-01-17,56.053001403808594
2024-01-18,57.106998443603516
2024-01-19,59.49100112915039
2024-01-22,59.65399932861328
2024-01-23,59.87300109863281
2024-01-24,61.36199951171875
2024-01-25,61.617000579833984
2024-01-26,61.03099822998047
2024-01-29,62.46500015258789
2024-01-30,62.77399826049805
