Date,Value
2023-01-04,88.08000183105469
2023-01-05,86.19999694824219
2023-01-06,87.33999633789062
2023-01-09,88.0199966430664
2023-01-10,88.41999816894531
2023-01-11,91.5199966430664
2023-01-12,91.12999725341797
2023-01-13,92.12000274658203
2023-01-17,91.29000091552734
2023-01-18,91.12000274658203
2023-01-19,93.05000305175781
2023-01-20,98.0199966430664
2023-01-23,99.79000091552734
2023-01-24,97.69999694824219
2023-01-25,95.22000122070312
2023-01-26,97.5199966430664
2023-01-27,99.37000274658203
2023-01-30,96.94000244140625
2023-01-31,98.83999633789062
2023-02-01,100.43000030517578
2023-02-02,107.73999786376953
2023-02-03,104.77999877929688
2023-02-06,102.9000015258789
2023-02-07,107.63999938964844
2023-02-08,99.37000274658203
2023-02-09,95.01000213623047
2023-02-10,94.56999969482422
2023-02-13,94.61000061035156
2023-02-14,94.68000030517578
2023-02-15,96.94000244140625
2023-02-16,95.51000213623047
2023-02-17,94.3499984741211
2023-02-21,91.79000091552734
2023-02-22,91.6500015258789
2023-02-23,90.88999938964844
2023-02-24,89.12999725341797
2023-02-27,89.87000274658203
2023-02-28,90.05999755859375
2023-03-01,90.36000061035156
2023-03-02,92.0
2023-03-03,93.6500015258789
2023-03-06,95.12999725341797
2023-03-07,93.86000061035156
2023-03-08,94.25
2023-03-09,92.31999969482422
2023-03-10,90.62999725341797
2023-03-13,91.11000061035156
2023-03-14,93.97000122070312
2023-03-15,96.11000061035156
2023-03-16,100.31999969482422
2023-03-17,101.62000274658203
2023-03-20,101.22000122070312
2023-03-21,104.91999816894531
2023-03-22,103.37000274658203
2023-03-23,105.5999984741211
2023-03-24,105.44000244140625
2023-03-27,102.45999908447266
2023-03-28,101.02999877929688
2023-03-29,101.38999938964844
2023-03-30,100.88999938964844
2023-03-31,103.7300033569336
2023-04-03,104.36000061035156
2023-04-04,104.72000122070312
2023-04-05,104.47000122070312
2023-04-06,108.41999816894531
2023-04-10,106.44000244140625
2023-04-11,105.3499984741211
2023-04-12,104.63999938964844
2023-04-13,107.43000030517578
2023-04-14,108.87000274658203
2023-04-17,105.97000122070312
2023-04-18,104.5
2023-04-19,104.18000030517578
2023-04-20,105.29000091552734
2023-04-21,105.41000366210938
2023-04-24,105.97000122070312
2023-04-25,103.8499984741211
2023-04-26,103.70999908447266
